IFM,Account,Account Owner,Sum of RV,Sum of Margin,Sum of Margin % Calc,Sum of Perf $,Sum of 22 Day Gap,Sum of Growth % Calc,Sum of YTD RV,Sum of YTD Margin,Sum of YTD Margin % Calc,Sum of YTD Perf $,Sum of Workers Comp,Sum of YTD Workers Comp,Sum of TIR Calc,Sum of Incidents,Sum of TRIR Calc,Sum of Recordables,Sum of Turnover Rate Calc,Average of CSAT,,,,,,
Alfatech,Air 7 - Singapore,TBH, 2.52 , (0.38),-15.1%, (0.63), (0.63),1.1%, 2.52 , (0.38),-15.1%, (0.63), -   , -   , -   , -   , -   , -   ,0.0%,,,,,,,
